Frame,00000_7254825.mp4,00000_7254940.mp4,00000_7602210.mp4,00000_7602289.mp4,00000_7683924.mp4,00000_7684007.mp4,00001_7324292.mp4,00001_7324406.mp4,00001_7581965.mp4,00001_7582059.mp4,00001_7597467.mp4,00001_7597562.mp4,00001_7669248.mp4,00001_7680402.mp4,00001_7753722.mp4,00001_7753842.mp4,00002_7584394.mp4,00002_7584482.mp4,00002_7675336.mp4,00002_7675436.mp4,00002_7675536.mp4,00002_7686843.mp4,00002_7686937.mp4,00002_7764734.mp4,00002_7764829.mp4,00002_7764931.mp4,00003_7277316.mp4,00003_7365958.mp4,00003_7366062.mp4,00003_7529394.mp4,00003_7617850.mp4,00003_7703835.mp4,00003_7704085.mp4,00003_7748990.mp4,00004_7249964.mp4,00004_7336863.mp4,00004_7366134.mp4,00004_7452269.mp4,00004_7517376.mp4,00004_7600965.mp4,00004_7614257.mp4,00004_7664584.mp4,00004_7758265.mp4,00004_7758368.mp4,00006_7582946.mp4,00006_7583030.mp4,00006_7599772.mp4,00006_7599877.mp4,00006_7669422.mp4,00006_7669736.mp4,00006_7686658.mp4,00006_7686751.mp4,00006_7758586.mp4,00006_7758680.mp4,00007_7254615.mp4,00007_7582698.mp4,00007_7582830.mp4,00007_7597972.mp4,00007_7598392.mp4,00007_7604853.mp4,00007_7604943.mp4,00007_7669009.mp4,00007_7669078.mp4,00007_7753485.mp4,00007_7753573.mp4,00008_7324796.mp4,00008_7324901.mp4,00008_7582280.mp4,00008_7582361.mp4,00008_7676104.mp4,00008_7676188.mp4,00008_7692595.mp4,00008_7692675.mp4,00008_7758797.mp4,00008_7759084.mp4,00009_113.mp4,00009_7252979.mp4,00009_7324524.mp4,00009_7324617.mp4,00009_7579011.mp4,00009_7579188.mp4,00009_7664986.mp4,00009_7751897.mp4,00009_7751978.mp4,00009_7763361.mp4,00010_0.mp4,00010_7254091.mp4,00010_7254123.mp4,00010_7337483.mp4,00010_7580809.mp4,00010_7675761.mp4,00010_7675910.mp4,00011_65721.mp4,00011_7337181.mp4,00011_7337333.mp4,00011_7676373.mp4,00011_7676483.mp4,00011_7692778.mp4,00011_7692860.mp4,00011_7754881.mp4,00011_7755006.mp4,00011_7765288.mp4,00012_7255211.mp4,00012_7255319.mp4,00012_7255828.mp4,00012_7578763.mp4,00012_7579104.mp4,00012_7602013.mp4,00012_7669504.mp4,00012_7669645.mp4,00012_7679870.mp4,00012_7751674.mp4,00013_7532547.mp4,00013_7537328.mp4,00013_7575010.mp4,00013_7627039.mp4,00013_7662548.mp4,00013_7704695.mp4,00013_7748443.mp4,00013_971513.mp4,00014_7254352.mp4,00014_7336987.mp4,00014_7597280.mp4,00014_7597379.mp4,00014_7680212.mp4,00014_7680299.mp4,00014_7763970.mp4,00014_7764064.mp4,00015_A_20230216_135723.mp4,00015_A_20230216_135910.mp4,00015_A_20230216_140448.mp4,00015_A_20230216_140745.mp4
0,83.70620370370371,48.54851851851852,55.05630787037037,46.68159722222222,52.948113425925925,37.74557870370371,38.93101851851852,41.80708333333333,39.50965277777778,43.76806712962963,50.58399305555555,47.3891087962963,47.596863425925925,45.39275462962963,48.30451388888889,93.00202546296296,34.21627314814815,71.56003472222223,39.55369212962963,81.32395833333334,36.54872685185185,75.60223379629629,30.137268518518518,40.41596064814815,86.27688657407407,84.00247685185185,40.558761574074076,41.76175925925926,92.31758101851852,35.57663194444444,49.72214120370371,44.56258101851852,45.69700231481482,61.701261574074074,57.45599537037037,50.19356481481481,88.37377314814815,45.830671296296295,86.50667824074074,58.692256944444445,50.54511574074074,41.12570601851852,61.74469907407408,57.25287037037037,47.257662037037036,46.11767361111111,50.21700231481481,47.18875,44.32560185185185,60.641840277777774,57.751979166666665,49.34956018518518,90.22340277777778,91.81417824074074,42.493668981481484,63.78208333333333,48.8040625,55.067962962962966,64.37171296296296,47.512199074074076,47.22422453703704,59.030277777777776,53.42306712962963,90.68248842592592,51.78478009259259,91.26898148148148,49.514398148148146,46.544375,83.95204861111111,50.93273148148148,44.20966435185185,51.50945601851852,47.387141203703706,63.48596064814815,47.37462962962963,52.15751157407407,72.88488425925927,68.28489583333334,62.96251157407407,58.00392361111111,56.63966435185185,53.503113425925925,93.61288194444444,49.594722222222224,54.905,46.043946759259256,42.82798611111111,42.82798611111111,37.10849537037037,42.488368055555554,39.904074074074074,44.05107638888889,68.39679398148148,49.88918981481481,51.73821759259259,53.3165625,91.67381944444445,64.14700231481481,51.90694444444444,91.53263888888888,54.4390625,64.44655092592592,85.75008101851851,85.554375,86.2376736111111,92.74659722222222,46.79195601851852,49.528634259259256,51.58990740740741,84.5805324074074,41.189872685185186,41.11831018518519,58.536770833333335,46.38918981481481,59.92180555555556,91.28563657407408,59.56622685185185,60.83417824074074,65.43400462962963,53.13200231481481,54.51059027777778,50.959699074074074,59.01914351851852,44.991458333333334,55.89590277777778,56.184317129629626,48.10905092592593,85.02688657407407,42.511625192901235,50.76524594907407,35.93316984953704,37.20159336419753
1,45.63619212962963,48.5784837962963,39.97506944444444,47.49842592592593,52.94136574074074,37.74381944444445,38.97487268518518,41.808819444444445,39.51040509259259,43.762314814814815,50.56868055555555,47.401064814814816,47.590127314814815,45.40204861111111,48.36278935185185,92.9975,34.211666666666666,29.69934027777778,39.52898148148148,81.32293981481482,36.54805555555556,43.44297453703704,31.643946759259258,40.39454861111111,86.27741898148147,35.5912962962963,40.53895833333333,41.7162962962963,85.84005787037037,35.578657407407405,49.72070601851852,44.51023148148148,45.70287037037037,61.78721064814815,57.46193287037037,54.627615740740744,88.37188657407407,45.837662037037035,86.5051388888889,58.698240740740744,50.53415509259259,41.06421296296296,61.76271990740741,57.255509259259256,47.26866898148148,46.118541666666665,50.22396990740741,47.19228009259259,44.312210648148145,60.085625,57.75774305555556,52.12210648148148,90.19137731481482,91.81789351851852,42.47730324074074,63.80204861111111,48.79525462962963,54.80795138888889,64.3815162037037,47.514375,47.227800925925926,59.04226851851852,53.442372685185184,87.75386574074074,51.753182870370374,85.28644675925926,49.514270833333335,46.52552083333333,40.501423611111115,50.91966435185185,44.212106481481484,51.52155092592593,47.46133101851852,63.48556712962963,47.37375,58.419247685185184,72.90695601851851,68.26241898148149,62.97164351851852,58.01644675925926,56.622083333333336,53.516157407407405,93.6138888888889,49.5934375,54.89636574074074,46.063472222222224,42.83322916666667,42.83322916666667,37.09939814814815,42.4662962962963,39.86020833333333,48.94818287037037,68.38423611111111,49.89527777777778,51.72040509259259,53.32678240740741,91.67407407407407,64.07241898148148,55.60369212962963,91.53202546296296,54.45364583333333,64.43789351851852,85.74753472222223,85.55398148148149,86.31295138888889,85.93415509259259,46.77633101851852,49.54431712962963,51.591446759259256,78.87309027777778,41.18340277777778,41.13024305555555,58.57857638888889,46.40315972222222,54.10395833333333,91.08090277777778,59.59072916666667,60.83960648148148,65.42954861111112,53.126041666666666,54.05201388888889,50.94649305555556,59.01746527777778,44.498703703703704,55.8977662037037,55.7677662037037,48.125150462962964,85.02435185185185,42.518804012345676,50.76119357638889,35.88866319444445,37.18361930941358
2,45.63481481481482,48.57673611111111,42.327210648148146,48.49744212962963,44.643310185185186,40.13017361111111,38.98671296296296,41.830810185185186,39.51002314814815,43.74375,50.56730324074074,47.410752314814815,47.59181712962963,45.410636574074076,48.293078703703706,92.99921296296296,34.209768518518516,29.70232638888889,39.52810185185185,81.32945601851851,36.55571759259259,43.44325231481481,31.650659722222223,40.40342592592592,76.61144675925927,35.583252314814814,40.52489583333333,41.823877314814816,85.83421296296297,35.58702546296296,49.70648148148148,44.47068287037037,45.69891203703704,61.80373842592593,57.46476851851852,54.65214120370371,88.37430555555555,45.84708333333333,57.06582175925926,58.70263888888889,50.54232638888889,41.00681712962963,61.77600694444445,57.263645833333335,47.26456018518518,46.104675925925925,50.23305555555555,47.19545138888889,44.33103009259259,57.65939814814815,57.7646875,52.129814814814814,90.18368055555555,86.81268518518519,42.49229166666667,63.79247685185185,48.80581018518519,54.34771990740741,64.37495370370371,47.526180555555555,53.10048611111111,59.03572916666667,55.97369212962963,61.581886574074076,42.72847222222222,85.2727199074074,49.52299768518518,47.385983796296294,40.497627314814814,50.910266203703706,44.217777777777776,51.5233912037037,47.476412037037036,63.482141203703705,53.33184027777778,58.40965277777778,72.90474537037036,68.25928240740741,62.97341435185185,58.01895833333333,56.668692129629626,53.51733796296296,93.61453703703704,49.61175925925926,54.89773148148148,46.082997685185184,42.85045138888889,42.85045138888889,37.100960648148146,42.4381712962963,39.81715277777778,48.9690162037037,68.40685185185185,49.914224537037036,51.660694444444445,53.32488425925926,91.67291666666667,64.04032407407408,55.622569444444444,91.53791666666666,54.45854166666667,64.43709490740741,85.75188657407408,85.55679398148148,86.32762731481482,85.93635416666666,46.780393518518515,49.55274305555555,51.60018518518518,37.36373842592592,41.28041666666667,41.12579861111111,58.598368055555554,46.418136574074076,54.13658564814815,91.08409722222223,59.91082175925926,60.8440625,65.44116898148148,53.12511574074074,57.03469907407408,50.91630787037037,59.026631944444446,47.53231481481482,55.878564814814816,58.706377314814816,48.120046296296294,62.54460648148148,42.53108458719136,50.61337287808642,35.78999180169753,37.140221836419755
3,45.62912037037037,48.56920138888889,42.35559027777778,49.17730324074074,46.931875,40.15226851851852,38.991585648148146,41.85484953703704,39.51484953703704,43.73243055555555,50.57376157407408,47.41564814814815,47.58943287037037,45.32017361111111,48.22181712962963,78.76547453703704,34.238761574074076,33.624155092592595,39.538842592592594,31.318483796296295,36.584016203703705,38.795208333333335,31.66613425925926,40.398530092592594,76.59959490740741,35.58408564814815,40.45149305555555,41.81767361111111,85.84153935185185,35.59804398148148,49.68978009259259,44.424166666666665,45.69224537037037,61.79878472222222,57.512708333333336,54.64564814814815,88.37475694444444,45.52608796296296,57.09634259259259,58.70414351851852,50.553530092592595,40.92377314814815,61.7827662037037,51.39738425925926,47.25581018518518,46.10221064814815,50.28469907407408,47.19412037037037,44.36310185185185,57.64391203703704,57.82188657407407,52.128194444444446,90.18885416666667,53.03283564814815,42.49622685185185,63.79497685185185,48.80759259259259,54.343726851851855,63.91310185185185,47.526099537037034,53.1353125,65.02555555555556,55.98886574074074,61.609212962962964,44.87487268518519,85.23545138888889,49.52603009259259,47.45721064814815,40.49258101851852,50.52626157407408,44.213171296296295,51.521087962962966,47.48216435185185,63.48953703703704,53.372395833333336,58.405844907407406,72.91829861111111,68.25023148148148,62.964108796296294,57.583634259259256,56.667569444444446,53.519502314814815,62.05563657407407,49.60635416666667,54.47821759259259,46.101851851851855,42.862303240740744,42.862303240740744,37.10054398148148,42.42716435185185,39.76460648148148,48.989571759259256,63.84719907407408,49.742280092592594,51.64535879629629,53.32108796296296,64.69508101851852,57.80789351851852,55.63424768518519,91.53643518518518,54.46357638888889,64.44402777777778,85.75511574074073,41.18615740740741,86.04545138888889,85.9349537037037,46.791805555555555,49.56395833333333,51.59431712962963,37.39751157407407,41.28125,41.11578703703704,59.250023148148145,46.43416666666667,54.143171296296295,91.07246527777778,59.92388888888889,60.847314814814816,65.44487268518519,53.11006944444444,57.023460648148145,50.64873842592593,44.49976851851852,47.53318287037037,55.86196759259259,58.721041666666665,48.11890046296296,62.5871875,42.544667727623455,50.537341820987656,35.72580922067901,37.05300684799383
4,45.62363425925926,48.41288194444444,42.389456018518516,49.654155092592596,46.92094907407407,40.148842592592594,39.007962962962964,41.86,44.775671296296295,43.71299768518519,50.571099537037036,47.41575231481482,47.58487268518518,45.48226851851852,48.16899305555555,42.96063657407407,34.22320601851852,33.62325231481481,39.66400462962963,31.317777777777778,36.587662037037035,38.78282407407407,31.640833333333333,37.27800925925926,76.5972800925926,35.57931712962963,40.469039351851855,41.812094907407406,85.84109953703704,35.60340277777778,49.47314814814815,44.384166666666665,45.70065972222222,61.2983912037037,57.503819444444446,54.63386574074074,86.83253472222222,47.91744212962963,57.100138888888885,58.708310185185184,40.88092592592593,40.8446875,61.80947916666667,49.400613425925926,47.25497685185185,46.08585648148148,50.296087962962964,47.188344907407405,44.37568287037037,57.62144675925926,57.84020833333334,52.12447916666667,89.89334490740741,53.03479166666666,42.49773148148148,63.79159722222222,48.81010416666667,54.33751157407407,63.90581018518518,47.531782407407405,53.14359953703703,65.02724537037037,55.995752314814816,52.13693287037037,44.88305555555556,85.23122685185186,49.52957175925926,47.522222222222226,40.46673611111111,53.10478009259259,44.20993055555556,51.52494212962963,47.16331018518518,63.490891203703704,53.38469907407407,58.6433912037037,72.92434027777777,73.30873842592592,62.96202546296296,58.10585648148148,56.66792824074074,53.10601851851852,62.087349537037035,49.60460648148148,54.50940972222222,46.10695601851852,42.86813657407407,42.86813657407407,37.08876157407408,42.41755787037037,39.60548611111111,48.65611111111111,66.57211805555555,47.493993055555556,51.634930555555556,53.34458333333333,64.70106481481481,57.74305555555556,55.64831018518519,86.94133101851853,54.458587962962966,64.4627199074074,40.912905092592595,41.230185185185185,86.04574074074074,85.94087962962963,45.55334490740741,49.570914351851854,51.58023148148148,37.405972222222225,41.27376157407407,41.06327546296296,59.26865740740741,46.45305555555556,54.14844907407407,91.07799768518518,59.93909722222222,60.845231481481484,65.45121527777778,53.09678240740741,57.01,53.05998842592592,46.80835648148148,47.53925925925926,55.83997685185185,58.72763888888889,48.12064814814815,62.592511574074074,42.37757330246914,50.50594039351852,35.63628279320988,36.97052469135802
5,45.61505787037037,50.98356481481481,42.42393518518519,49.95251157407407,46.90761574074074,40.16722222222222,39.26570601851852,41.87986111111111,44.81106481481481,43.70034722222222,50.57043981481481,47.4084375,47.60364583333333,45.48513888888889,48.14615740740741,36.3053125,34.22025462962963,33.62908564814815,39.68672453703704,31.317199074074075,36.59981481481481,38.77362268518519,31.63130787037037,36.32931712962963,71.70381944444445,35.62461805555556,40.447094907407404,41.81501157407408,85.83826388888889,35.60337962962963,48.42002314814815,44.34747685185185,45.69800925925926,58.78105324074074,57.4816087962963,54.63255787037037,58.74413194444445,47.92199074074074,50.638842592592596,58.70967592592593,44.67346064814815,40.772222222222226,61.81630787037037,49.40908564814815,47.25516203703704,46.088854166666664,50.30076388888889,47.21883101851852,44.40429398148148,57.60415509259259,57.85016203703704,52.12700231481482,89.88613425925926,53.03554398148148,42.50174768518519,63.78609953703704,48.809305555555554,54.33642361111111,61.47775462962963,47.538645833333334,53.23568287037037,65.02546296296296,56.00241898148148,52.16376157407407,44.89358796296296,40.84166666666667,49.53194444444444,43.53961805555556,40.45525462962963,53.093020833333334,44.21449074074074,51.525740740740744,49.534872685185185,63.49262731481482,53.582372685185184,59.63791666666667,72.92789351851852,73.29055555555556,62.9602662037037,58.104502314814816,48.138888888888886,55.99951388888889,62.08820601851852,49.25079861111111,54.50616898148148,46.121944444444445,42.875532407407405,42.875532407407405,37.08289351851852,42.34275462962963,39.53423611111111,51.48082175925926,66.58518518518518,47.49144675925926,49.160381944444445,53.370381944444446,64.70814814814815,57.69788194444445,55.654270833333335,86.51533564814815,54.46180555555556,64.48001157407407,40.91342592592593,41.24326388888889,86.0444675925926,85.93674768518518,45.55605324074074,49.573113425925925,51.57724537037037,37.40449074074074,38.66115740740741,41.25440972222222,59.28474537037037,46.47581018518518,54.15995370370371,91.0742013888889,59.94959490740741,60.86177083333333,65.50811342592593,53.017743055555556,56.993923611111114,53.03650462962963,46.82061342592593,47.52673611111111,55.82449074074074,58.733206018518516,48.11402777777778,62.60144675925926,42.27192804783951,50.024442997685185,35.50583767361111,36.87251350308642
6,45.614259259259256,50.98709490740741,42.46092592592593,50.194270833333334,46.888888888888886,40.18127314814815,39.281527777777775,41.89372685185185,44.8341087962963,43.689363425925926,50.57138888888889,47.40581018518518,47.60931712962963,45.483645833333334,48.09797453703704,36.33012731481482,34.209965277777776,33.65091435185185,39.70810185185185,31.42165509259259,36.613506944444445,38.76561342592593,31.61957175925926,36.33023148148148,64.40364583333333,35.64195601851852,40.42069444444444,41.81831018518518,65.74574074074074,35.60501157407408,48.427881944444444,44.30991898148148,45.69460648148148,58.780659722222225,51.29181712962963,54.648217592592594,58.77631944444445,47.93168981481482,50.63652777777778,58.70381944444444,44.68476851851852,40.694155092592595,61.8269212962963,49.408032407407404,47.270891203703705,46.08863425925926,49.942453703703706,47.22569444444444,44.43517361111111,57.59086805555555,57.413657407407406,52.131400462962965,89.88868055555555,53.04798611111111,42.50451388888889,63.78217592592593,48.8187962962963,54.32829861111111,61.48222222222222,47.545520833333335,54.55074074074074,71.2262962962963,56.00699074074074,52.17381944444445,44.91097222222222,40.82895833333333,49.539652777777775,45.70452546296296,45.60767361111111,53.073877314814816,44.223379629629626,51.53224537037037,49.54662037037037,56.49981481481481,54.86625,59.63709490740741,72.93258101851852,73.28664351851852,62.945150462962964,58.1112037037037,52.870243055555555,56.01052083333333,57.742152777777775,54.13664351851852,54.501782407407404,46.14170138888889,42.87984953703704,42.87984953703704,37.08686342592593,45.00604166666667,39.48009259259259,51.49113425925926,66.6296875,47.488171296296294,49.16883101851852,53.384421296296296,46.64465277777778,57.65462962962963,55.66355324074074,62.47965277777778,54.475625,64.48936342592593,40.91543981481482,41.31387731481482,86.04278935185185,39.24383101851852,45.547222222222224,49.645810185185184,51.571550925925926,37.410300925925924,38.665231481481484,41.25247685185185,59.29974537037037,46.496828703703706,54.15569444444444,91.07111111111111,59.96392361111111,60.87342592592593,65.52628472222223,52.99237268518519,56.98368055555556,53.005127314814814,46.82479166666667,47.528564814814814,55.79157407407408,58.7334375,48.12261574074074,62.6084837962963,42.236960358796296,49.89194203317901,35.417622492283954,36.79802420910494
7,45.61819444444444,50.993344907407405,42.489583333333336,50.53766203703704,46.86849537037037,40.19162037037037,39.292939814814815,41.906909722222224,45.24822916666667,43.37341435185185,46.15392361111111,47.40575231481481,47.45011574074074,45.483472222222225,48.051574074074075,36.34337962962963,34.19417824074074,34.03043981481481,36.38466435185185,31.418587962962963,36.62696759259259,38.75619212962963,31.596041666666668,36.32541666666667,64.39456018518518,35.65091435185185,40.381087962962965,41.82442129629629,65.78216435185185,35.613703703703706,48.43521990740741,43.98914351851852,45.41373842592593,58.77815972222222,49.24207175925926,54.648275462962964,58.76133101851852,47.93881944444445,50.65189814814815,58.702835648148145,44.695162037037036,40.61826388888889,61.66267361111111,49.407106481481485,47.301747685185184,46.09454861111111,50.90077546296296,47.21849537037037,44.09789351851852,57.57496527777778,55.07400462962963,52.13803240740741,83.2967824074074,53.049305555555556,42.50298611111111,63.26366898148148,48.82724537037037,54.322858796296295,61.479375,47.546898148148145,54.55369212962963,71.23304398148149,56.01324074074074,52.181481481481484,44.92054398148148,40.82344907407408,49.638333333333335,45.77097222222222,45.618032407407405,53.06251157407407,44.21012731481481,51.53740740740741,49.560138888888886,56.80922453703704,54.883599537037036,59.6387962962963,72.93682870370371,73.27831018518519,62.94599537037037,58.109027777777776,52.883125,56.0159375,58.109398148148145,54.151064814814816,54.49505787037037,46.16873842592592,42.894502314814815,42.894502314814815,37.07473379629629,45.004629629629626,35.842280092592596,51.497696759259256,66.66244212962962,47.47903935185185,49.175,50.63466435185185,46.67664351851852,57.611041666666665,55.67552083333333,62.49822916666667,54.48832175925926,64.4968287037037,41.00321759259259,41.32861111111111,86.05368055555556,39.25643518518518,45.54157407407408,49.64766203703704,51.15314814814815,37.41462962962963,38.665856481481484,41.24653935185185,59.31690972222222,46.5077662037037,54.15517361111111,85.36179398148148,60.019247685185185,60.88091435185185,65.55021990740741,52.966944444444444,56.97462962962963,52.974895833333335,46.82270833333333,47.510104166666665,49.41388888888889,58.739502314814814,48.117662037037036,62.6169212962963,41.82462962962963,50.114048514660496,35.35740837191358,36.737782118055556
8,45.61903935185185,50.99666666666667,42.51398148148148,52.78043981481481,46.84784722222222,40.209270833333335,39.303136574074074,41.91091435185185,46.60744212962963,42.77494212962963,46.161886574074074,47.40417824074074,47.45450231481482,45.481446759259256,48.01921296296296,36.36379629629629,34.185694444444444,36.58082175925926,36.41980324074074,31.416226851851853,36.62980324074074,38.77744212962963,31.56829861111111,36.31743055555555,64.3639236111111,35.44888888888889,40.34596064814815,41.81692129629629,65.8000462962963,35.61959490740741,48.43380787037037,42.66361111111111,47.77369212962963,58.77842592592592,49.22153935185185,54.65099537037037,64.43866898148148,47.9369212962963,50.6571412037037,58.70707175925926,44.70224537037037,40.54480324074074,61.66878472222222,49.4065625,47.32335648148148,46.09332175925926,50.91179398148148,47.09328703703704,44.10356481481482,57.55576388888889,55.08512731481481,52.14180555555556,45.605752314814815,53.05009259259259,42.510162037037034,60.32043981481481,48.83008101851852,54.31505787037037,61.46277777777778,47.54497685185185,54.565127314814816,71.22212962962963,56.013900462962965,52.18706018518518,44.91953703703704,40.90496527777778,49.647835648148146,45.831921296296294,45.60495370370371,53.04101851851852,44.20488425925926,51.544895833333335,49.56981481481481,56.80569444444444,54.90383101851852,59.63704861111111,72.94150462962963,73.26462962962962,62.94336805555555,58.10875,52.886944444444445,56.01747685185185,58.130694444444444,54.157719907407404,54.489953703703705,46.15582175925926,42.897222222222226,42.897222222222226,37.07189814814815,44.99393518518519,38.02209490740741,51.50944444444445,66.70193287037037,47.45577546296296,49.18099537037037,50.63040509259259,46.67483796296296,57.56197916666667,55.69375,62.51204861111111,54.0805787037037,64.51350694444444,40.99994212962963,41.348622685185184,52.627291666666665,39.30021990740741,45.531087962962964,49.64256944444445,49.00851851851852,37.420138888888886,38.64561342592592,41.2428587962963,59.430474537037036,46.53768518518518,53.70408564814815,85.35636574074074,60.031875,54.49818287037037,65.10108796296296,52.699363425925924,56.96523148148148,52.9524537037037,46.815,47.505891203703705,49.74570601851852,58.74640046296296,48.11100694444445,62.621689814814815,41.68117862654321,50.475557966820986,35.31546971450617,36.73574315200617
9,45.625625,51.010358796296295,42.544583333333335,53.50170138888889,46.84539351851852,40.223935185185184,39.31263888888889,41.9225462962963,46.638958333333335,42.771574074074074,46.16773148148148,47.399340277777775,49.593472222222225,45.48184027777778,42.687916666666666,36.3915162037037,34.15063657407408,36.58570601851852,36.43851851851852,31.415520833333332,36.639212962962965,38.78292824074074,31.54994212962963,36.309074074074076,64.34320601851852,36.197800925925925,40.295625,41.80967592592592,65.79840277777778,35.62217592592592,48.43703703703704,42.64200231481482,47.778761574074075,58.781342592592594,49.20761574074074,54.65037037037037,64.4410300925926,47.938923611111115,50.66128472222222,58.71130787037037,44.71041666666667,40.485231481481485,61.675185185185185,49.40409722222222,47.330173611111114,46.09482638888889,50.920335648148146,44.911689814814814,44.12423611111111,57.54706018518519,55.08966435185185,52.13810185185185,45.60061342592593,53.05359953703704,42.517858796296295,60.317060185185184,48.833564814814814,54.307175925925925,61.46211805555556,47.54385416666667,54.564305555555556,71.21797453703704,56.024918981481484,52.19775462962963,44.93321759259259,40.91638888888889,49.656793981481485,45.88425925925926,46.18616898148148,53.02344907407407,44.204606481481484,51.62420138888889,49.57946759259259,56.810150462962966,54.91759259259259,59.64278935185185,72.94484953703704,73.25484953703703,62.942708333333336,58.109155092592594,52.88746527777778,56.01631944444444,58.13491898148148,54.16184027777778,54.4825,46.150358796296295,42.8978587962963,42.8978587962963,37.060949074074074,44.99008101851852,37.99630787037037,51.526041666666664,66.73809027777777,47.43792824074074,49.18914351851852,50.624340277777776,46.67774305555555,57.50971064814815,55.752094907407404,62.53457175925926,54.08892361111111,64.5201388888889,41.002094907407404,41.353113425925926,53.401354166666664,39.29417824074074,45.537824074074074,49.25377314814815,49.00491898148148,37.43390046296296,38.637569444444445,41.23744212962963,59.43554398148148,46.57949074074074,53.70759259259259,85.35974537037038,60.03931712962963,52.224768518518516,63.5825,55.4834837962963,56.964189814814816,52.915416666666665,46.808622685185185,47.50789351851852,49.72946759259259,58.74425925925926,48.11252314814815,62.621238425925924,41.16063802083333,50.54090518904321,35.2130362654321,36.728930362654324
